"","bodyid","pre","post","upstream","downstream","status","statusLabel","voxels","cropped","name","type","cellBodyFiber.x","notes","soma","ItoLee_Hemilineage","Hartenstein_Hemilineage","cellBodyFiber.y","cell.type","layer","ct.layer","FAFB.match","FAFB.match.quality","flywire.xyz","flywire.id","LM.match","LM.match.quality","CATMAID.nblast.top","flywire.nblast.top","User","note"
"69",1795410644,279,385,385,2260,"Traced","Roughly traced",323605840,FALSE,"M_lvPNm41_R","M_lvPNm41","AVM06",NA,FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm41",3.021,3,"57076","good","(118864.695, 62367.14, 1814)","720575940617979177",NA,NA,NA,NA,"ASB",NA
"70",730252777,308,475,475,2630,"Traced","Roughly traced",441751530,FALSE,"M_lvPNm41_R","M_lvPNm41","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm41",2.624,3,"57023","good","(117845.945, 62314.175, 1624)","720575940617337048",NA,NA,NA,NA,"ASB",NA
"71",1827473315,338,706,706,2975,"Traced","Roughly traced",510292243,FALSE,"M_lvPNm42_R","M_lvPNm42","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm42",2.826,3,"57019","good","(115741.2425, 62564.695, 1491)","720575940612325056",NA,NA,NA,NA,"ASB",NA
"72",851684181,292,450,450,2600,"Traced","Roughly traced",328601317,FALSE,"M_lvPNm42_R","M_lvPNm42","AVM06",NA,FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm42",2.991,3,"57011","good","(118311.485, 62690.175, 1679)","720575940621057023",NA,NA,NA,NA,"ASB",NA
"73",792024028,275,281,281,2448,"Traced","Roughly traced",359035147,FALSE,"M_lvPNm43_R","M_lvPNm43","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm43",2.901,3,"57089","good","(118815.575, 62555.65, 1756)","720575940618003335",NA,NA,NA,NA,"ASB",NA
"74",757569579,150,140,140,1094,"Traced","Roughly traced",425659108,FALSE,"M_lvPNm44_R","M_lvPNm44","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm44",2.322,2,"1720254","good","(119230.805, 62187.91, 1865)","720575940613126111",NA,NA,NA,NA,"ASB",NA
"75",757591093,215,236,236,1871,"Traced","Roughly traced",366046506,FALSE,"M_lvPNm45_R","M_lvPNm45","AVM06",NA,FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm45",2.102,2,"57179","good","(118902.665, 62346.14, 1950)","720575940633320372",NA,NA,NA,NA,"ASB",NA
"76",757258507,317,245,245,2828,"Traced","Roughly traced",482174867,FALSE,"M_lvPNm45_R","M_lvPNm45","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm45",2.09,2,"57158","good","(118740.7425, 62629.785, 1793)","720575940614163229",NA,NA,NA,NA,"ASB",NA
"77",792023887,273,191,191,2389,"Traced","Roughly traced",348686016,FALSE,"M_lvPNm45_R","M_lvPNm45","AVM06",NA,FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm45",2.371,2,"57035","good","(118763.61, 62395.6, 1717)","720575940630503372",NA,NA,NA,NA,"ASB",NA
"78",1849683877,131,185,185,804,"Traced","Roughly traced",390166741,FALSE,"M_lvPNm46_R","M_lvPNm46","AVM06",NA,FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm46",2.102,2,"57208","good","(120610.25, 62102.4575, 2221)","720575940614247709",NA,NA,NA,NA,"ASB",NA
"79",5812992940,127,196,196,817,"Traced","Roughly traced",534611849,FALSE,"M_lvPNm46_R","M_lvPNm46","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm46",2.065,2,"57204","good","(118938.195, 62187.7075, 2126)","720575940618120980",NA,NA,NA,NA,"ASB",NA
"80",1856820042,163,390,390,989,"Traced","Roughly traced",428011826,FALSE,"M_lvPNm47_R","M_lvPNm47","AVM06",NA,TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm47",3.23,3,"57126","good","(119191.7575, 62446.715, 2208)","720575940614132765",NA,NA,NA,NA,"ASB",NA
"81",1912435859,178,370,370,1156,"Traced","Roughly traced",342985990,FALSE,"M_lvPNm47_R","M_lvPNm47","AVM06","VP2++ lvPN (Marin et al. Curr Biol 2020)",FALSE,"ALlv1","BAlp4","AVM06","M_lvPNm47",3.227,3,"57232","good","(119116.375, 62042.575, 2188)","720575940635888959",NA,NA,NA,NA,"ASB",NA
"82",1912777226,151,418,418,837,"Traced","Roughly traced",408550461,FALSE,"M_lvPNm48_R","M_lvPNm48","AVM06","VP2+VP5 lvPN (Marin et al. Curr Biol 2020)",TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm48",3.048,3,"57134","good","(118566.15, 63285.345, 2286)","720575940630608723",NA,NA,NA,NA,"ASB",NA
"83",1975187554,140,414,414,819,"Traced","Roughly traced",401406789,FALSE,"M_lvPNm48_R","M_lvPNm48","AVM06","VP2+VP5 lvPN (Marin et al. Curr Biol 2020)",TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm48",2.887,3,"57051","good","(118278.515, 63383.1325, 2264)","720575940625116549",NA,NA,NA,NA,"ASB",NA
"84",850708783,137,430,430,706,"Traced","Roughly traced",393131700,FALSE,"M_lvPNm48_R","M_lvPNm48","AVM06","VP2+VP5 lvPN (Marin et al. Curr Biol 2020)",TRUE,"ALlv1","BAlp4","AVM06","M_lvPNm48",3.298,3,"57138","good","(118618.7, 62649.5575, 2244)","720575940612469184",NA,NA,NA,NA,"ASB",NA
"85",5812982656,1001,2039,2039,10517,"Traced","Roughly traced",2208384507,FALSE,"M_smPN6t2_L","M_smPN6t2","AVM19","VP1m++ smPN (Marin et al. Curr Biol 2020)",TRUE,"AVM19","AVM19","AVM19","M_smPN6t2",2.715,3,"11546775","good","(126049.985, 58813.8075, 2368)","720575940616841886",NA,NA,NA,NA,"ASB",NA
"86",763730414,662,1191,1191,5657,"Traced","Roughly traced",1686501215,FALSE,"M_smPNm1_L","M_smPNm1","AVM19","VP3+ smPN (Marin et al. Curr Biol 2020)",TRUE,"AVM19","AVM19","AVM19","M_smPNm1",3.057,3,"57475","good","(124921.03, 59072.775, 2512)","720575940614488693",NA,NA,NA,NA,"ASB",NA
"87",1316245799,1245,2673,2673,11291,"Traced","Roughly traced",3127248565,FALSE,"M_spPN4t9_R","M_spPN4t9","PVM01","AL-t4PN1 (Tanaka et al. JCN 2012)",TRUE,"DM6_lateral","CM3_lateral","PVM01","M_spPN4t9",3.042,3,"4905365","good","(120907, 62679.8, 2328)","720575940615096891",NA,NA,NA,NA,"ASB",NA
"88",731690040,643,519,519,5397,"Traced","Roughly traced",1513501623,FALSE,"M_spPN5t10(PVM01)_L","M_spPN5t10",NA,NA,TRUE,NA,NA,NA,"M_spPN5t10",4.649,4,"4175139","good","(138529.25, 57316.3175, 3012)","720575940625508239",NA,NA,NA,NA,"ASB",NA
"89",1733370882,282,1690,1690,1126,"Traced","Roughly traced",1548404584,FALSE,"M_spPN5t10_R","M_spPN5t10","PVM01",NA,TRUE,"DM6_lateral","CM3_lateral","PVM01","M_spPN5t10",2.705,4,"8777795","good","(125306.5, 58029.5, 3251)","720575940628217564",NA,NA,NA,NA,"ASB",NA
"90",610274029,754,5673,5673,7494,"Traced","Roughly traced",2547366717,FALSE,"M_vPNml50_R","M_vPNml50","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml50",3.085,3,"3003322","good","(119828.6, 60110.2925, 1919)","720575940643268206",NA,NA,NA,NA,"ASB",NA
"91",610274046,808,6320,6320,8043,"Traced","Roughly traced",2183901045,FALSE,"M_vPNml50_R","M_vPNml50","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml50",3.037,3,"2766186","good","(118190.445, 60474.0475, 1683)","720575940643267950",NA,NA,NA,NA,"ASB",NA
"92",2383731281,233,720,720,2229,"Traced","Roughly traced",535235283,FALSE,"M_vPNml51_R","M_vPNml51","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml51",2.698,3,"4926877","good","(114213.625, 62011.97, 1938)","720575940628308284",NA,NA,NA,NA,"ASB",NA
"93",823037476,172,734,734,1738,"Traced","Roughly traced",593980590,FALSE,"M_vPNml52_R","M_vPNml52","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml52",2.321,2,"1725235","good","(114132.65, 60609.535, 1765)","720575940612992479",NA,NA,NA,NA,"ASB",NA
"94",1570685224,142,209,209,1406,"Traced","Roughly traced",312186973,FALSE,"M_vPNml53_R","M_vPNml53","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml53",2.55,2,"6967069","good","(118923.415, 59938.1675, 2058)","720575940627399806",NA,NA,NA,NA,"ASB",NA
"95",294792184,92,348,348,730,"Traced","Roughly traced",424947333,FALSE,"M_vPNml53_R","M_vPNml53","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml53",2.506,2,"3813499","good","(118757.75, 59935, 2063)","720575940630987693",NA,NA,NA,NA,"ASB",NA
"96",5813008771,119,299,299,1055,"Traced","Roughly traced",426478538,FALSE,"M_vPNml53_R","M_vPNml53","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml53",2.377,2,"1724508","good","(118926.625, 59755.84, 2002)","720575940613638843",NA,NA,NA,NA,"ASB",NA
"97",1570684665,114,145,145,1080,"Traced","Roughly traced",234022103,FALSE,"M_vPNml54_R","M_vPNml54","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml54",2.211,2,"3467989","good","(119194.75, 59833.55, 2035)","720575940626199281",NA,NA,NA,NA,"ASB",NA
"98",1570685033,100,234,234,933,"Traced","Roughly traced",253907772,FALSE,"M_vPNml54_R","M_vPNml54","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml54",2.121,2,"3813278","good","(96142, 35008.25, 4823)","720575940619676254",NA,NA,NA,NA,"ASB",NA
"99",886812643,438,788,788,4915,"Traced","Roughly traced",973721883,FALSE,"M_vPNml55_R","M_vPNml55","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml55",2.9,3,"2645953","good","(113330.1875, 62634.845, 1628)","720575940622090677",NA,NA,NA,NA,"ASB",NA
"100",667823920,159,312,312,1731,"Traced","Roughly traced",590836251,FALSE,"M_vPNml56_R","M_vPNml56","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml56",2.118,2,"6700447","good","(116125.1875, 60291.2025, 2012)","720575940628478015",NA,NA,NA,NA,"ASB",NA
"101",1069929827,180,235,235,1879,"Traced","Roughly traced",426671218,FALSE,"M_vPNml57_R","M_vPNml57","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml57",2.443,2,"3813331","good","(116252.975, 59805.6325, 1866)","720575940618601966",NA,NA,NA,NA,"ASB",NA
"102",5813034081,185,241,241,1921,"Traced","Roughly traced",564336592,FALSE,"M_vPNml58_R","M_vPNml58","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml58",2.11,2,"3813399","good","(116888.5, 59910.5, 1971)","720575940609977011",NA,NA,NA,NA,"ASB",NA
"103",634707780,176,257,257,1987,"Traced","Roughly traced",442795621,FALSE,"M_vPNml58_R","M_vPNml58","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml58",2.091,2,"1532304","good","(115964.9375, 59775.735, 1889)","720575940627645696",NA,NA,NA,NA,"ASB",NA
"104",636418270,175,204,204,1913,"Traced","Roughly traced",428282100,FALSE,"M_vPNml58_R","M_vPNml58","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml58",2.12,2,"4624346","good","(116783.21, 60071.5775, 2002)","720575940631355874",NA,NA,NA,NA,"ASB",NA
"105",792616185,178,250,250,1973,"Traced","Roughly traced",420780875,FALSE,"M_vPNml59_R","M_vPNml59","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml59",2.439,2,"4812228","good","(115335.6, 59861.7575, 1839)","720575940623575856",NA,NA,NA,NA,"ASB",NA
"106",5812983053,157,326,326,1698,"Traced","Roughly traced",304276589,FALSE,"M_vPNml60_R","M_vPNml60","AVM04","VP1d++ vPN (Marin et al. Curr Biol 2020)",FALSE,"ALv1","BAla1","AVM04","M_vPNml60",2.413,2,"3813442","good","(118513, 60641.2775, 2134)","720575940608295032",NA,NA,NA,NA,"ASB",NA
"107",975457916,151,298,298,1477,"Traced","Roughly traced",242629315,FALSE,"M_vPNml60_R","M_vPNml60","AVM04","VP1d++ vPN (Marin et al. Curr Biol 2020)",FALSE,"ALv1","BAla1","AVM04","M_vPNml60",2.413,2,"4631791","good","(116791.47, 61064.005, 2057)","720575940614464773",NA,NA,NA,NA,"ASB",NA
"108",976830572,155,399,399,1676,"Traced","Roughly traced",274464747,FALSE,"M_vPNml60_R","M_vPNml60","AVM04","VP1d++ vPN (Marin et al. Curr Biol 2020)",FALSE,"ALv1","BAla1","AVM04","M_vPNml60",2.395,2,"3813447","good","(116435.5, 61183.0075, 2046)","720575940614774923",NA,NA,NA,NA,"ASB",NA
"109",1039237469,146,380,380,1842,"Traced","Roughly traced",259513076,FALSE,"M_vPNml61_R","M_vPNml61","AVM04","VP1d+VP1l vPN (Marin et al. Curr Biol 2020)",FALSE,"ALv1","BAla1","AVM04","M_vPNml61",2.911,3,"3813438","good","(116395.0625, 61402.755, 2001)","720575940613521714",NA,NA,NA,NA,"ASB",NA
"110",1070613107,116,341,341,1242,"Traced","Roughly traced",305293744,FALSE,"M_vPNml61_R","M_vPNml61","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml61",2.822,3,"3813438",NA,NA,NA,NA,NA,NA,NA,"ASB",NA
"111",947513805,105,311,311,1024,"Traced","Roughly traced",231092492,FALSE,"M_vPNml62_R","M_vPNml62","AVM04","VP1m+VP1d vPN (Marin et al. Curr Biol 2020)",FALSE,"ALv1","BAla1","AVM04","M_vPNml62",2.967,3,"3813424","good","(117701.5, 60802.0075, 2153)","720575940625121669",NA,NA,NA,NA,"ASB",NA
"112",1415825344,311,1481,1481,3311,"Traced","Roughly traced",903842449,FALSE,"M_vPNml63_R","M_vPNml63","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml63",2.34,2,"1909670","good","(112119.165, 62585.53, 1570)","720575940618704705",NA,NA,NA,NA,"ASB",NA
"113",1857143769,318,2085,2085,2931,"Traced","Roughly traced",1004679993,FALSE,"M_vPNml63_R","M_vPNml63","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml63",2.113,2,"3998193","good","(112822.265, 63292.72, 1686)","720575940617789131",NA,NA,NA,NA,"ASB",NA
"114",1099911913,269,1476,1476,2176,"Traced","Roughly traced",911961096,FALSE,"M_vPNml64_R","M_vPNml64","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml64",2.093,2,"3139915","good","(112311.695, 63469.9175, 1633)","720575940637358451",NA,NA,NA,NA,"ASB",NA
"115",1322012611,276,792,792,2075,"Traced","Roughly traced",891226075,FALSE,"M_vPNml64_R","M_vPNml64","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml64",2.136,2,"3663498","good","(112678.45, 63444.155, 1694)","720575940617038203",NA,NA,NA,NA,"ASB",NA
"116",5813041247,279,544,544,2271,"Traced","Roughly traced",547335100,FALSE,"M_vPNml65_R","M_vPNml65","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml65",2.238,2,"3999003","good","(114605.695, 61622.995, 1811)","720575940629083979",NA,NA,NA,NA,"ASB",NA
"117",977866721,234,594,594,1854,"Traced","Roughly traced",506915032,FALSE,"M_vPNml65_R","M_vPNml65","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml65",2.63,2,"3922783","good","(113540.97, 62230.485, 1812)","720575940623478160",NA,NA,NA,NA,"ASB",NA
"118",1322353714,90,247,247,860,"Traced","Roughly traced",343171710,FALSE,"M_vPNml66_R","M_vPNml66","AVM04","VP1m++ vPN (Marin et al. Curr Biol 2020)",TRUE,"ALv1","BAla1","AVM04","M_vPNml66",2.805,3,"4954519","good","(117131.36, 61372.725, 2004)","720575940623039672",NA,NA,NA,NA,"ASB",NA
"119",5813071409,102,236,236,1044,"Traced","Roughly traced",240227915,FALSE,"M_vPNml66_R","M_vPNml66","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml66",3.132,3,"3842493","good","(117579.075, 61117.6125, 2118)","720575940609218258",NA,NA,NA,NA,"ASB",NA
"120",1037518512,136,487,487,1503,"Traced","Roughly traced",311299262,FALSE,"M_vPNml67_R","M_vPNml67","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml67",2.302,2,"3903440","good","(115449.75, 60772.3625, 1988)","720575940625384465",NA,NA,NA,NA,"ASB",NA
"121",761938645,133,363,363,1462,"Traced","Roughly traced",239863991,FALSE,"M_vPNml67_R","M_vPNml67","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml67",2.286,2,"2992998","good","(115471.195, 61029.7225, 1970)","720575940647509625",NA,NA,NA,NA,"ASB",NA
"122",882353566,207,294,294,2294,"Traced","Roughly traced",448538549,FALSE,"M_vPNml68_R","M_vPNml68","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml68",2.799,3,"583167","good","(112588.825, 60059.775, 1579)","720575940616301632",NA,NA,NA,NA,"ASB",NA
"123",542311358,147,101,101,1331,"Traced","Roughly traced",338900141,FALSE,"M_vPNml69_R","M_vPNml69","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml69",2.871,3,"4662243",NA,NA,NA,NA,NA,NA,NA,"ASB",NA
"124",480927537,83,279,279,698,"Traced","Roughly traced",244229430,FALSE,"M_vPNml70_R","M_vPNml70","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml70",2.723,3,"6699444","good","(118878.675, 59787.29, 2077)","720575940621617546",NA,NA,NA,NA,"ASB",NA
"125",541632990,97,311,311,819,"Traced","Roughly traced",234967286,FALSE,"M_vPNml70_R","M_vPNml70","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml70",2.717,3,"3813351","good","(119113.3, 59847.27, 2054)","720575940618795246",NA,NA,NA,NA,"ASB",NA
"126",727855437,174,290,290,1933,"Traced","Roughly traced",371922459,FALSE,"M_vPNml71_R","M_vPNml71","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml71",2.799,3,"1759551","good","(115619.805, 58567.915, 1680)","720575940609146574",NA,NA,NA,NA,"ASB",NA
"127",1415829574,121,653,653,1242,"Traced","Roughly traced",473272619,FALSE,"M_vPNml72_R","M_vPNml72","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml72",2.388,2,"709943","good","(117772.07, 59913.985, 1955)","720575940620732696",NA,NA,NA,NA,"ASB",NA
"128",1570685257,125,328,328,1191,"Traced","Roughly traced",422460082,FALSE,"M_vPNml72_R","M_vPNml72","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml72",2.541,2,"1722886","good","(116786.75, 59753.25, 1923)","720575940622447596",NA,NA,NA,NA,"ASB",NA
"129",5812996003,130,422,422,1383,"Traced","Roughly traced",519474989,FALSE,"M_vPNml72_R","M_vPNml72","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml72",2.447,2,"4624378","good","(115781.25, 58277.765, 1656)","720575940631459283",NA,NA,NA,NA,"ASB",NA
"130",1701325725,152,296,296,1505,"Traced","Roughly traced",442290912,FALSE,"M_vPNml73_R","M_vPNml73","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml73",2.734,3,"3813347","good","(117507, 57716.0125, 1584)","720575940627822647",NA,NA,NA,NA,"ASB",NA
"131",5813054911,114,256,256,944,"Traced","Roughly traced",182599640,FALSE,"M_vPNml74_R","M_vPNml74","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml74",2.715,3,"3813483","good","(116008.75, 61238.0275, 1979)","720575940644800820",NA,NA,NA,NA,"ASB",NA
"132",698526273,90,174,174,827,"Traced","Roughly traced",215023713,FALSE,"M_vPNml74_R","M_vPNml74","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml74",2.894,3,"3813451","good","(116014.25, 60809.7575, 1951)","720575940626317840",NA,NA,NA,NA,"ASB",NA
"133",729219639,86,88,88,732,"Traced","Roughly traced",161167587,FALSE,"M_vPNml74_R","M_vPNml74","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml74",3.08,3,"3813495","good","(116400.64, 60462.4225, 1909)","720575940624285028",NA,NA,NA,NA,"ASB",NA
"134",759922408,137,345,345,1186,"Traced","Roughly traced",214624190,FALSE,"M_vPNml74_R","M_vPNml74","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml74",2.461,3,"3813487","good","(116615.9, 60990.8275, 2043)","720575940609962389",NA,NA,NA,NA,"ASB",NA
"135",760264077,91,95,95,747,"Traced","Roughly traced",179308670,FALSE,"M_vPNml74_R","M_vPNml74","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml74",3.073,3,"4632101","good","(116219.5, 60785, 1974)","720575940610042993",NA,NA,NA,NA,"ASB",NA
"136",1322353824,130,162,162,1307,"Traced","Roughly traced",266266573,FALSE,"M_vPNml75_R","M_vPNml75","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml75",2.776,3,"2845576","good","(117496.095, 61141.39, 2127)","720575940625097274",NA,NA,NA,NA,"ASB",NA
"137",1539978151,152,306,306,1779,"Traced","Roughly traced",441777837,FALSE,"M_vPNml76_R","M_vPNml76","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml76",2.593,3,"4491591","good","(114816.525, 58415.8325, 1646)","720575940611777587",NA,NA,NA,NA,"ASB",NA
"138",1570685132,149,322,322,1671,"Traced","Roughly traced",358332793,FALSE,"M_vPNml76_R","M_vPNml76","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml76",2.854,3,"6698696","good","(118344.665, 60290.9175, 1644)","720575940620244556",NA,NA,NA,NA,"ASB",NA
"139",5813071369,157,435,435,1631,"Traced","Roughly traced",377311734,FALSE,"M_vPNml76_R","M_vPNml76","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml76",2.71,3,"5485737","good","(116753.345, 59699.025, 1595)","720575940609214418",NA,NA,NA,NA,"ASB",NA
"140",1322353841,168,234,234,1640,"Traced","Roughly traced",318244528,FALSE,"M_vPNml77_R","M_vPNml77","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml77",2.931,3,"3959520","good","(117630, 61278.5425, 2115)","720575940628374011",NA,NA,NA,NA,"ASB",NA
"141",1447205712,186,174,174,1888,"Traced","Roughly traced",303442651,FALSE,"M_vPNml77_R","M_vPNml77","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml77",2.934,3,"3020362","good","(118271.28, 60881.2625, 2142)","720575940632994970",NA,NA,NA,NA,"ASB",NA
"142",604726283,171,229,229,1690,"Traced","Roughly traced",335455818,FALSE,"M_vPNml77_R","M_vPNml77","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml77",2.927,3,"3813430","good","(117368.75, 61236.0075, 2140)","720575940612151603",NA,NA,NA,NA,"ASB",NA
"143",760250511,129,159,159,1514,"Traced","Roughly traced",205811629,FALSE,"M_vPNml78_R","M_vPNml78","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml78",2.87,3,"6696675","good","(118842.25, 60197.25, 1721)","720575940631458515",NA,NA,NA,NA,"ASB",NA
"144",542665377,327,588,588,3164,"Traced","Roughly traced",842585003,FALSE,"M_vPNml79_R","M_vPNml79","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml79",2.928,3,"4662243","good","(95424.22, 37475.255, 4422)","720575940625126789",NA,NA,NA,NA,"ASB",NA
"145",637462647,110,430,430,1039,"Traced","Roughly traced",221454851,FALSE,"M_vPNml80_R","M_vPNml80","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml80",2.272,2,"4624325","good","(115649.875, 60640.875, 1960)","720575940620849176",NA,NA,NA,NA,"ASB",NA
"146",5813090752,93,181,181,993,"Traced","Roughly traced",238048938,FALSE,"M_vPNml81_R","M_vPNml81","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml81",2.811,3,"4624321","good","(115245.5, 61176.7775, 2016)","720575940632721306",NA,NA,NA,NA,"ASB",NA
"147",5813014622,92,208,208,994,"Traced","Roughly traced",419670205,FALSE,"M_vPNml82_R","M_vPNml82","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml82",2.829,3,"4624321",NA,NA,NA,NA,NA,NA,NA,"ASB",NA
"148",1447205602,177,319,319,1685,"Traced","Roughly traced",534139866,FALSE,"M_vPNml83_R","M_vPNml83","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml83",2.92,3,"2050178","good","(118422.765, 61105.53, 2138)","720575940637352637",NA,NA,NA,NA,"ASB",NA
"149",573669915,124,248,248,1165,"Traced","Roughly traced",419569314,FALSE,"M_vPNml83_R","M_vPNml83","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml83",3.002,3,"3813335","good","(118476.75, 60946, 2147)","720575940624164926",NA,NA,NA,NA,"ASB",NA
"150",697145036,147,161,161,1461,"Traced","Roughly traced",408567362,FALSE,"M_vPNml83_R","M_vPNml83","AVM04",NA,TRUE,"ALv1","BAla1","AVM04","M_vPNml83",2.877,3,"1533901","good","(118102.25, 61029.2, 2141)","720575940620038170",NA,NA,NA,NA,"ASB",NA
"151",605050789,97,179,179,900,"Traced","Roughly traced",224091732,FALSE,"M_vPNml84_R","M_vPNml84","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml84",2.791,3,"6702019","good","(115882.765, 60919.555, 1963)","720575940621112575",NA,NA,NA,NA,"ASB",NA
"152",729544359,94,156,156,984,"Traced","Roughly traced",221825798,FALSE,"M_vPNml84_R","M_vPNml84","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml84",3.034,3,"3813282","good","(115454.4, 60905.53, 1933)","720575940616682875",NA,NA,NA,NA,"ASB",NA
"153",760250272,89,166,166,883,"Traced","Roughly traced",229217370,FALSE,"M_vPNml84_R","M_vPNml84","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml84",2.901,3,"5217967","good","(110798.05, 68017.65, 1718)","720575940637731456",NA,NA,NA,NA,"ASB",NA
"154",791298858,101,148,148,918,"Traced","Roughly traced",224738150,FALSE,"M_vPNml84_R","M_vPNml84","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml84",3.046,3,"4632128","good","(115392.165, 61113.0825, 1989)","720575940602437088",NA,NA,NA,NA,"ASB",NA
"155",603349484,169,127,127,1565,"Traced","Roughly traced",253326549,FALSE,"M_vPNml85_R","M_vPNml85","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml85",3.011,3,"4624362","good","(119223.5, 59769.52, 2072)","720575940633059947",NA,NA,NA,NA,"ASB",NA
"156",635407942,165,139,139,1493,"Traced","Roughly traced",260402205,FALSE,"M_vPNml85_R","M_vPNml85","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml85",3.115,3,"1533152","good","(119003.085, 60343.7025, 1780)","720575940640250253",NA,NA,NA,NA,"ASB",NA
"157",1571025824,125,163,163,1069,"Traced","Roughly traced",205592300,FALSE,"M_vPNml86_R","M_vPNml86","AVM04",NA,FALSE,"ALv1","BAla1","AVM04","M_vPNml86",2.987,3,"4624338","good","(118685.575, 59830.4175, 2084)","720575940624143802",NA,NA,NA,NA,"ASB",NA
