"","bodyid","ItoLee_Hemilineage","Hartenstein_Hemilineage","cellBodyFiber","cell.type","layer","ct.layer","FAFB.match","FAFB.match.quality","flywire.xyz","flywire.id","LM.match","LM.match.quality","CATMAID.nblast.top","flywire.nblast.top","User","note"
"145",635407942,"ALv1","BAla1","AVM04","M_vPNml85",3.115,3,"1533152","good","(119003.085, 60343.7025, 1780)","720575940640250253",NA,NA,NA,NA,"ASB",NA
"146",1571025824,"ALv1","BAla1","AVM04","M_vPNml86",2.987,3,"4624338","good","(118685.575, 59830.4175, 2084)","720575940624143802",NA,NA,NA,NA,"ASB",NA
"147",5813045696,"ALv1","BAla1","AVM04","M_vPNml86",2.978,3,"3813322","good","(118825.905, 59835.925, 2071)","720575940619091120",NA,NA,NA,NA,"ASB",NA
"148",572663539,"ALv1","BAla1","AVM04","M_vPNml87",3.026,3,"3771419","good","(119080.6325, 61120.1825, 2085)","720575940610774038",NA,NA,NA,NA,"ASB",NA
"149",5813013823,"ALv1","BAla1","AVM04","M_vPNml87",2.878,3,"3813434","good","(118562, 60934.2575, 2156)","720575940624621208",NA,NA,NA,NA,"ASB",NA
"150",634379734,"ALv1","BAla1","AVM04","M_vPNml88",2.544,3,"6701307","good","(118957.25, 59789.5, 2084)","720575940627049063",NA,NA,NA,NA,"ASB",NA
"151",481268653,"ALv1","BAla1","AVM04","M_vPNml89",4.3,3,"4624374","good","(119636.5, 59887.7575, 2089)","720575940625126533",NA,NA,NA,NA,"ASB",NA
"152",1694850602,"ALv1","BAla1","AVM04","M_vPNml89",3.169,3,"3813343","good","(119531.25, 59472.5, 1991)","720575940629083211",NA,NA,NA,NA,"ASB",NA
"153",1819326555,"ALv1","BAla1","AVM04","M_vPNml89",2,3,"4927529","good","(119285.335, 59740.2075, 2076)","720575940634834544",NA,NA,NA,NA,"ASB",NA
"154",5812982656,"AVM19","AVM19","AVM19","M_smPN6t2",2.715,3,"11546775","good","(126049.985, 58813.8075, 2368)","720575940616841886",NA,NA,NA,NA,"ASB",NA
"155",763730414,"AVM19","AVM19","AVM19","M_smPNm1",3.057,3,"57475","good","(124921.03, 59072.775, 2512)","720575940614488693",NA,NA,NA,NA,"ASB",NA
"156",1316245799,"DM6_lateral","CM3_lateral","PVM01","M_spPN4t9",3.042,3,"4905365","good","(120907, 62679.8, 2328)","720575940615096891",NA,NA,NA,NA,"ASB",NA
"157",1733370882,"DM6_lateral","CM3_lateral","PVM01","M_spPN5t10",2.705,4,"8777795","good","(125306.5, 58029.5, 3251)","720575940628217564",NA,NA,NA,NA,"ASB",NA
"158",5813024692,NA,NA,NA,"M_adPNm3",2.283,2,"57543","good","(119742.36, 65038.035, 1924)","720575940632553879",NA,NA,NA,NA,"ASB",NA
"159",1702306047,NA,NA,NA,"M_ilPN8t91",3.043,3,"8715672","good","(121098.89, 76423.93, 3362)","720575940615488916",NA,NA,NA,NA,"ASB",NA
"160",1671608112,NA,NA,NA,"M_ilPNm90",3.01,3,"2070199","good","(143601.5, 78817.7575, 3235)","720575940616942494",NA,NA,NA,NA,"ASB",NA
"161",1701299822,NA,NA,NA,"M_imPNl92",3.085,3,"4954525","good","(130887.5, 85562.25, 3377)","720575940628000567","L2444#1","good",NA,NA,"ASB",NA
"162",1102334088,NA,NA,NA,"M_lv2PN9t49",3.168,3,"4002166","good","(114709.125, 69529.625, 2456)","720575940621817085",NA,NA,NA,NA,"ASB",NA
"163",1888178718,NA,NA,NA,"M_lv2PN9t49",2.66,3,"4002166",NA,"(106564, 64723.5, 3681)","720575940629475385",NA,NA,NA,NA,"ASB",NA
"164",731690040,NA,NA,NA,"M_spPN5t10",4.649,4,"4175139","good","(138529.25, 57316.3175, 3012)","720575940625508239",NA,NA,NA,NA,"ASB",NA
